Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
"1054","Locations",,,,"Jun. 1, 1917","Oregon.  Crater Lake","Southern Pacific",
"1055","Locations",,,,"1924","Oregon.  Crater Lake","Southern Pacific",
"1056","Locations",,,,"Apr. 23, 1928","Oregon.  Crater Lake","Southern Pacific",
"1057","Locations",,,,"Apr. 11, 1930","Oregon.  Crater Lake","Southern Pacific",
"1058","Locations",,,,"Not dated","Oregon.  Portland","Southern Pacific",
"1059","Locations",,,,"Nov. 24, 1920","Pacific Coast","Southern Pacific",
"1060","Locations",,,,"Dec. 22, 1927","Pacific Coast","Southern Pacific",
"1061","Locations",,,,"1928","Pacific Coast","Southern Pacific",
"1062","Locations",,,,"1930","Pacific Coast","Southern Pacific",
"1063","Locations",,,,"Apr. 5, 1934","Pacific Coast","Southern Pacific",
"1064","Locations",,,,"1936","Pacific Coast","Southern Pacific",
"1065","Locations",,,,"1937","Pacific Coast","Southern Pacific",
"1066","Locations",,,,"Mar. 15, 1938","Pacific Coast","Southern Pacific",
"1067","Locations",,,,"Feb. 15, 1939","Pacific Coast","Southern Pacific",
"1068","Locations",,,,"Feb. 15, 1940","Pacific Coast","Southern Pacific",
"1069","Locations",,"Deep South garden tours",,"1953","South","Southern Pacific",
"1070","Locations",,"The New Eldorado",,"Not dated","Texas","Southern Pacific",
"1071","Locations",,"The Magic Valley of the lower Rio Grande",,"1928?","Texas","Southern Pacific",
"1072","Locations",,,,"1916","Texas.  San Antonio","Southern Pacific",
"1073","Locations",,"How to see the United States of America",,"1927","United States","Southern Pacific",
"1074","Locations",,,,"1950s","United States","Southern Pacific",
"1075","Locations",,"Great Salt Lake Fill",,,"Utah","Southern Pacific",
"1076","Locations",,"Great Salt Lake cut-off",,,"Utah","Southern Pacific",
"1077","Locations",,,,,"Utah. Lucin cut-off","Southern Pacific",
"1078","Locations",,,,"1925","Utah. Lucin cut-off","Southern Pacific",
"1079","Locations",,,,"1940","West","Southern Pacific",
"1080","Locations",,"Scenic grandeur of the West",,"1942","West","Southern Pacific",
"1081","Locations",,"Scenic wonders of the West",,"1942","West","Southern Pacific",
"1082","Locations",,"Scenic grandeur of the West",,"1943","West","Southern Pacific",
"1083","Locations",,"Yellowstone Park lodges and camps",,"Not dated","Wyoming","Southern Pacific",
"1084","Locations",,,,,"Canada.  British Columbia","Southern Pacific",
"1085","Locomotives.  Diesel",,,,,,"Southern Pacific",
"1086","Locomotives.  Diesel",,"Examinations",,"1936",,"Southern Pacific",
"1087","Locomotives.  Electric",,,,,,"Southern Pacific",
"1088","Locotrol operation",,,,,,"Southern Pacific",
"1089","Logos",,,,,,"Southern Pacific",
"1090","Los Angeles Union Passenger Terminal",,"Los Angeles Division.  LAUPT rules",,"Ocy. 15, 1981",,"Southern Pacific|Los Angeles Union Passenger Terminal",
"1091","Lumber",,"Douglas fir lumber grade guide",,"1948",,"Southern Pacific",
"1092","Mainentanance of Way, Department of",,"Rules and instructions",,"1898",,"Southern Pacific",
"1093","Mainentanance of Way, Department of",,"Rules and instructions",,"Sep. 1902",,"Southern Pacific",
"1094","Maintenance of way and structures",,"Rules and regulations for the maintenance of way and stuctures",,"Apr. 1, 1909",,"Southern Pacific",
"1095","Maintenance of way and structures",,"Rules and regulations for the maintenance of way and stuctures",,"Jan. 1, 1923",,"Southern Pacific",
"1096","Maintenance of way and structures",,"Rules and regulations for the maintenance of way and stuctures",,"Nov. 15, 1943",,"Southern Pacific",
"1097","Maintenance of way and structures",,"Rules and regulations for the maintenance of way and stuctures",,"Jul. 1, 1968 (with revisions to Oct. 26, 1980)",,"Southern Pacific",
"1098","Maintenance of way and structures",,"Rules and regulations for the maintenance of way and stuctures",,"Nov. 1, 1976 (with revisions to Nov. 1, 1978)",,"Southern Pacific",
"1099","Maintenance of way",,"Instructions for the Chief Engineer",,"Nov. 1, 1988",,"Southern Pacific",
"1100","Narrow gauge",,,,,,"Southern Pacific",
"1101","News service",,,,,,"Southern Pacific",
"1102","News stand",,,,,,"Southern Pacific",
"1103","Newsflashes",,,,,,"Southern Pacific",
"1104","Office of Auditor of Freight Accounts",,,,,,"Southern Pacific",
"1105","Officers Council",,"Proceedings, Summary",,"1956",,"Southern Pacific",
"1106","Officers Council",,"Proceedings, Summary",,"1957",,"Southern Pacific",
"1107","Officers Council",,"Proceedings, Summary",,"1959",,"Southern Pacific",
"1108","Offices",,,,,"California.  San Francisco","Southern Pacific",
"1109","Official Railway Guide",,"Monthly distribution of Official Railway Guide",,,,"Southern Pacific",
"1110","Opera houses and theaters",,"List of opera houses and theaters in the Pacific Coast states and territories and Britishi Columbia, giving location, names of managers, capacity, terms, etc., rates of fare and excess baggage rates from San Francisco, also containing condensed map of the United States, Canada and Mexico",,,,"Southern Pacific",
"1111","Operations",,"Operating and other matters of concerns",,"1945",,"Southern Pacific",
"1112","Organization charts",,,,,,"Southern Pacific",
"1113","Oregon Division",,"Special notices",,"1976",,"Southern Pacific",
"1114","Oregon Division",,"Special notices",,"1979",,"Southern Pacific",
"1115","Oregon Division",,"Special notices",,"1982",,"Southern Pacific",
"1116","Oregon Division",,"Special notices",,"1984",,"Southern Pacific",
"1117","Pacific Motor Trucking",,,,,,"Southern Pacific",
"1118","Paint schemes",,"Buildings and fences",,,,"Southern Pacific",
"1119","Paint schemes",,"Drift panels",,,,"Southern Pacific",
"1120","Paint schemes",,"Locomotives and rolling stock",,,,"Southern Pacific",
"1121","Paint schemes",,"Stations",,,,"Southern Pacific",
"1122","Parking lots",,,,,,"Southern Pacific",
"1123","Passes",,,,,,"Southern Pacific",
"1124","Passes",,"Rules and instructions governing issue and use of passes",,"Jan. 1, 1907",,"Southern Pacific",
"1125","Passes",,"Rules and instructions governing issue and use of passes","S 1632","Aug. 1, 1910",,"Southern Pacific",
"1126","Passes",,"Rules and instructions governing issue and use of passes","L 13","Sep. 1, 1929",,"Southern Pacific",
"1127","Passes",,"Rules and instructions governing issue and use of passes","L 13","Jul. 1, 1941",,"Southern Pacific",
"1128","Personnel.  Engineering and Maintenance Department",,,,"1935",,"Southern Pacific",
"1129","Engineering Department",,"Employees to promote",,"1943",,"Southern Pacific",
"1130","Personnel.   Engineering Department",,,,,,"Southern Pacific",
"1131","Personnel.  Engineering Department",,,,"1941",,"Southern Pacific",
"1132","Personnel.  Engineering Department",,,,"1942",,"Southern Pacific",
"1133","Personnel.  Engineering Department",,,,"1943",,"Southern Pacific",
"1134","Personnel.  Agents",,"Rules and regulations for agents, conductors, train agents, station and train baggagemen concerning passenger traffic",,"Aug. 1, 1905",,"Southern Pacific",
"1135","Personnel.  Car inspectors",,"Examinations for car inspectors, with answers to questions","CS 2414","Mar. 1, 1945",,"Southern Pacific",
"1136","Personnel.  Car inspectors",,"Examinations for car inspectors with answers to questions","CS 2414 A","Apr. 15, 1959",,"Southern Pacific",
"1137","Personnel.  Conductors",,"Instructions to conductors.  Accounting Department",,"Jan. 1, 1912",,"Southern Pacific",
"1138","Personnel.  Conductors",,"Instructions to conductors, station gatemen and train auditors.  Accounting Department","Circular 40-1","Apr. 1, 1927",,"Southern Pacific",
"1139","Personnel.  Conductors",,"Instructions to conductors.  Accounting Department","Circular 40-2","Jul. 1, 1965",,"Southern Pacific",
"1140","Personnel.  Crew dispatchers",,"Training manual.  Unit 1: Dispatching switchmen and yardmasters.  Personnel Department",,"Jun. 1973",,"Southern Pacific",
"1141","Personnel.  Locomotive engineers",,"Examinations",,,,"Southern Pacific",
"1142","Personnel.  Locomotive engineers",,"Instructional materials",,,,"Southern Pacific",
"1143","Personnel.  Locomotive engineers",,"Safety checklist",,,,"Southern Pacific",
"1144","Personnel. Locomotive firemen",,"Oral rules examination for firemen being promoted to engineers",,,,"Southern Pacific",
"1145","Personnel.  Locomotive firemen",,"Rules, reulgations and rates of pay for locomotive firemen",,"May 1, 1900",,"Southern Pacific",
"1146","Personnel.  Station agent",,"Student agent's manual",,,,"Southern Pacific",
"1147","Personnel. Telegraphers",,"Rules and regulations and rates of pay for telegraphers",,"Sep. 1, 1899",,"Southern Pacific",
"1148","Personnel. Telegraphers",,"Rules and regulations and rates of pay for telegraphers",,"Sep. 1, 1927",,"Southern Pacific",
"1149","Telegraphones",,"Instructions for the use of telegaphones",,,,"Southern Pacific",
"1150","Personnel.  Wire chief",,"Wire chief's manual. Telegraph Department",,"Sep. 1950",,"Southern Pacific",
"1151","Personnel.  Train dispatchers",,"Instructions to train dispatchers",,"Dec. 1, 1951",,"Southern Pacific",
"1152","Personnel.  Train dispatchers",,"Instructions to train dispatchers",,"Nov. 1, 1960",,"Southern Pacific",
"1153","Personnel.  Train dispatchers",,"Instructions to train dispatchers",,"Nov. 1964",,"Southern Pacific",
"1154","Personnel.  Train dispatchers and operators",,"Instructions to train dispatchers and operators",,"Aug. 1, 1969",,"Southern Pacific",
"1155","Personnel.  Train dispatchers and operators",,"Instructions to train dispatchers and operators",,"1972",,"Southern Pacific",
"1156","Personnel.  Train dispatchers and operators",,"Instructions to train dispatchers and operators",,"Oct. 31, 1976",,"Southern Pacific",
"1157","Personnel.  Train order operators",,"Manuals",,"1951",,"Southern Pacific",
"1158","Personnel.  Train order operators",,"Manuals",,"May 1, 1956",,"Southern Pacific",
"1159","Personnel.  Yardmen",,"Rules",,"Aprl. 1, 1903",,"Southern Pacific",
"1160","Personnel.  Yardmen",,"Rules",,"1927",,"Southern Pacific",
"1161","Personnel.  Employee benefits",,,,,,"Southern Pacific",
"1162","Personnel.  Employee benefits",,"Employee assistance program",,,,"Southern Pacific",
"1163","Personnel.  Employee benefits",,"Life insurance",,,,"Southern Pacific",
"1164","Personnel.  Employee benefits",,"Medical",,,,"Southern Pacific",
"1165","Personnel.  Employee benefits",,"Retirement",,"Jul. 1, 1955",,"Southern Pacific",
"1166","Personnel.  Employee benefits",,"Retirement",,"Jul. 1, 1967",,"Southern Pacific",
"1167","Personnel.  Employee benefits",,"Retirement",,"Aug. 21, 1969",,"Southern Pacific",
"1168","Personnel.  Employee relations",,,,,,"Southern Pacific",
"1169","Photographs",,,,,,"Southern Pacific",
"1170","Photographs",,"Indexes",,,,"Southern Pacific",
"1171","Playing cards",,,,,,"Southern Pacific",
"1172","Poems",,,,,,"Southern Pacific",
"1173","Police",,,,,,"Southern Pacific",
"1174","Portola Girls",,"Contest",,"1913",,"Southern Pacific",
"1175","Power plants",,"General information concerning",,"1925",,"Southern Pacific",
"1176","Office of the President",,"Circulars.  2 vols.",,"1910-1947",,"Southern Pacific",
"1177","Promotional materials",,"California prune primer",,,,"Southern Pacific",
"1178","Promotional materials","Cotton planter",,,,,"Southern Pacific",
"1179","Promotional materials",,"How to save money on your trip",,,,"Southern Pacific",
"1180","Promotional materials",,"Snow sports",,,,"Southern Pacific",
"1181","Promotional materials",,"SP News",,,,"Southern Pacific",
"1182","Promotional materials",,"Seaside resorts",,"18--",,"Southern Pacific",
"1183","Promotional materials",,"SP Sketch BOok",,"1887",,"Southern Pacific",
"1184","Promotional materials",,"Summer outings in the mountains","11","Feb. 15, 1900",,"Southern Pacific",
"1185","Promotional materials",,"Eat California fruit",,"1904",,"Southern Pacific",
"1186","Promotional materials",,"California Big Trees primer",,"1907",,"Southern Pacific",
"1187","Promotional materials",,"Road of a thousand wonders",,"1907",,"Southern Pacific",
"1188","Promotional materials",,"Road of a thousand wonders",,"1908",,"Southern Pacific",
"1189","Promotional materials",,"California fishing",,"1908",,"Southern Pacific",
"1190","Property",,,,,,"Southern Pacific",
"1191","Pullman service",,,,,,"Southern Pacific",
"1192","Purchase and Materials Department",,,,,,"Southern Pacific",
"1193","Radios",,,,,,"Southern Pacific",
"1194","Rail",,,,,,"Southern Pacific",
"1195","Rail",,"Detail rail and ballast charts.  Branch Lines",,"1960-1964",,"Southern Pacific",
"1196","Recipes",,"Apples",,,,"Southern Pacific",
"1197","Recipes",,"Rice",,,,"Southern Pacific",
"1198","Recipes",,,,,,"Southern Pacific",
"1199","Recipes",,,,"1918",,"Southern Pacific",
"1200","Recipes",,,,"1927",,"Southern Pacific",
"1201","Recipes",,,,"1928",,"Southern Pacific",
"1202","Recipes",,,,"193-",,"Southern Pacific",
"1203","Recipes",,,,"1947",,"Southern Pacific",
"1204","Recipes",,,,"1955",,"Southern Pacific",
"1205","Regional business centers",,,,,,"Southern Pacific",
"1206","Rio Grande Division",,,,,,"Southern Pacific",
"1207","Roundhouses",,,,,,"Southern Pacific",
"1208","Roundhouses",,"Funeral notice",,"1908","California.  Rocklin","Southern Pacific",
"1209","Sacramento Division",,,,,,"Southern Pacific",
"1210","Sacramento Division",,"Special notices",,"1965",,"Southern Pacific",
"1211","Sacramento Division",,"Special notices",,"1968",,"Southern Pacific",
"1212","Sacramento Division",,"Special notices",,"1969",,"Southern Pacific",
"1213","Sacramento Division",,"Special notices",,"1970",,"Southern Pacific",
"1214","Sacramento Division",,"Special notices",,"1971",,"Southern Pacific",
"1215","Sacramento Division",,"Special notices",,"1974",,"Southern Pacific",
"1216","Sacramento Division",,"Special notices",,"Jan. 1, 1975",,"Southern Pacific",
"1217","Sacramento Division",,"Special notices",,"Apr. 1, 1977",,"Southern Pacific",
"1218","Sacramento Division",,"Special notices",,"Aug. 1, 1979",,"Southern Pacific",
"1219","Sacramento Division",,"Summary of operations at Sacramento, 1928",,"Jun. 10, 1929",,"Southern Pacific",
"1220","San Joaquin Division",,"Superintendent's notice",,"1982",,"Southern Pacific",
"1221","Shops",,"Car Shop 5.  By-laws of the Mutual Relief Association",,,"California.  Sacramento","Southern Pacific",
"1222","Shops",,"Locomotive Heavy Maintenance Plant.  Industrial Education Maintenance Orientation Manual",,,"California.  Sacramento","Southern Pacific",
"1223","Shops",,"Organization chart",,,"California.  Sacramento","Southern Pacific",
"1224","Shops",,"History",,,"California.  Sacramento","Southern Pacific",
"1225","SPINS",,"Giant to Selby.  Zones 27, 28",,,,"Southern Pacific",
"1226","SPINS",,"Zones 13, 14, 15, 16",,"Aug. 7, 1973",,"Southern Pacific",
"1227","SPINS",,"Zone 12",,"Jun. 1, 1970",,"Southern Pacific",
"1228","SPINS",,"Enterered Tops",,"Nov. 5, 1973",,"Southern Pacific",
"1229","SPINS",,"Zones 37-41, 43-46",,"Aug. 12, 1983",,"Southern Pacific",
"1230","SPINS",,"Zones 2-28",,"Apr. 28, 1981",,"Southern Pacific",
